,IndiaStates,NIC_Name,Main_Workers__Total___Persons,Main_Workers__Total__Males,Main_Workers__Total__Females,Main_Workers__Rural___Persons,Main_Workers__Rural__Males,Main_Workers__Rural__Females,Main_Workers__Urban___Persons,Main_Workers__Urban__Males,Main_Workers__Urban__Females,Marginal_Workers__Total___Persons,Marginal_Workers__Total__Males,Marginal_Workers__Total__Females,Marginal_Workers__Rural___Persons,Marginal_Workers__Rural__Males,Marginal_Workers__Rural__Females,Marginal_Workers__Urban___Persons,Marginal_Workers__Urban__Males,Marginal_Workers__Urban__Females,TotalWorkers,MaleFemaleRatio,Latitude,Longitude
76817,STATE - MAHARASHTRA,Preparation and spinning of textile fibres,5094,4296,798,1830,1532,298,3264,2764,500,1190,863,327,452,303,149,738,560,178,6284,5.383458646616542,22.65423406060606,82.20022463636361
76818,STATE - MAHARASHTRA,Weaving of textiles,6577,5894,683,1516,1343,173,5061,4551,510,436,326,110,97,68,29,339,258,81,7013,8.629575402635432,22.65423406060606,82.20022463636361
76819,STATE - MAHARASHTRA,Finishing of textiles,8751,7531,1220,2500,2154,346,6251,5377,874,527,396,131,180,147,33,347,249,98,9278,6.172950819672131,22.65423406060606,82.20022463636361
76820,STATE - MAHARASHTRA,Manufacture of other textiles,6090,4872,1218,1608,1134,474,4482,3738,744,643,414,229,342,242,100,301,172,129,6733,4,22.65423406060606,82.20022463636361
76821,STATE - MAHARASHTRA,Manufacture of knitted and crocheted fabrics,72,43,29,7,6,1,65,37,28,9,6,3,0,0,0,9,6,3,81,1.4827586206896552,22.65423406060606,82.20022463636361
76822,STATE - MAHARASHTRA,"Manufacture of made-up textile articles, except apparel",464,403,61,54,46,8,410,357,53,26,25,1,2,1,1,24,24,0,490,6.60655737704918,22.65423406060606,82.20022463636361
76823,STATE - MAHARASHTRA,Manufacture of carpets and rugs,321,260,61,95,78,17,226,182,44,32,11,21,8,5,3,24,6,18,353,4.262295081967213,22.65423406060606,82.20022463636361
76824,STATE - MAHARASHTRA,"Manufacture of cordage, rope, twine and netting",1898,1356,542,1083,716,367,815,640,175,319,219,100,259,184,75,60,35,25,2217,2.5018450184501844,22.65423406060606,82.20022463636361
76825,STATE - MAHARASHTRA,Manufacture of other textiles n.e.c.,3335,2810,525,369,288,81,2966,2522,444,257,153,104,73,52,21,184,101,83,3592,5.352380952380952,22.65423406060606,82.20022463636361
76826,STATE - MAHARASHTRA,Manufacture of wearing apparel,38494,24237,14257,11182,6892,4290,27312,17345,9967,6241,1867,4374,2384,649,1735,3857,1218,2639,44735,1.7000070140983377,22.65423406060606,82.20022463636361
76827,STATE - MAHARASHTRA,"Manufacture of wearing apparel, except fur apparel",38316,24102,14214,11119,6844,4275,27197,17258,9939,6224,1858,4366,2378,643,1735,3846,1215,2631,44540,1.6956521739130437,22.65423406060606,82.20022463636361
76828,STATE - MAHARASHTRA,"Manufacture of wearing apparel, except fur apparel",38316,24102,14214,11119,6844,4275,27197,17258,9939,6224,1858,4366,2378,643,1735,3846,1215,2631,44540,1.6956521739130437,22.65423406060606,82.20022463636361
